"POLICY_Name","POLICY_Link","POLICY_url","POLICY_YearPublish","POLICY_Type","POLICY_Description","STATE_Abbr","POLICY_Sector","STATE_Name","POLICY_abbr"
"Act 15","GM1115_.PDF (hawaii.gov)","https://www.capitol.hawaii.gov/session2018/bills/GM1115_.PDF","2018","Legislation","Established a Greenhouse Gas Sequestration Task Force to align the state’s clean energy and carbon sequestration efforts with climate initiative goals.","HI","Energy Supply","Hawaii","hover_energy"
"Hawaii Clean Energy Initiative (HCEI) framework","| Hawaii Clean Energy Initiative","http://energy.hawaii.gov/testbeds-initiatives/hcei#:~:text=The%20Hawaii%20Clean%20Energy%20Initiative,to%20Hawaii%27s%20clean%20energy%20future.&text=In%202008%2C%20the%20state%20estimated,%2C%20clean%2C%20renewable%20energy%20sources.","2008","Other","The goal of the Hawaii Clean Energy Initiative is to achieve 100 percent clean energy by 2045. By collaborating with thought leaders and committed groups and individuals, HCEI will build upon the dynamic, ongoing work of public and private organizations at the national, state, and county levels.","HI","Energy Supply","Hawaii","hover_energy"
"Performance Incentives","","","","Other","Offers performance incentives to the efficiency program administrator and has decoupling rules in place.","HI","Energy Supply","Hawaii","hover_energy"
"Energy Portfolio","","","","Other","Energy Office is charged with a full energy portfolio.","HI","Energy Supply","Hawaii","hover_energy"
"Public Act 101-0283","Illinois General Assembly - Full Text of Public Act 101-0283 (ilga.gov)","https://www.ilga.gov/legislation/publicacts/fulltext.asp?Name=101-0283","2019","Legislation","Supports wind energy development, establishes an Offshore Wind Task Force.","IL","Energy Supply","Illinois","hover_energy"
"2016 Future Energy Jobs Act (FEJA)","Future Energy Jobs Act","https://www.futureenergyjobsact.com/","","Legislation","Updated RPS, net energy metering, energy-efficiency standards, established zero-emissions credits plan; requires two biggest electric utilities to expand their energy-efficiency programs and reduce electricity waste (by 21.5% and 16% cumulative persisting annual savings by 2030, respectively), $750 million to programs that provide training for new energy jobs, requires a minimum of 3,000 megawatts (MW) of new solar power and 1,300 MW of new wind power built by 2030.","IL","Energy Supply","Illinois","hover_energy"
"Energy Infrastructure Modernization Act of 2011 (PA 097-0616)","Public Act 0616 97TH GENERAL ASSEMBLY (ilga.gov)","https://www.ilga.gov/legislation/publicacts/97/097-0616.htm","2011","Legislation","","IL","Energy Supply","Illinois","hover_energy"
"Illinois Solar for All (funded by Renewable Energy Resource Fund)","Homepage - Illinois Solar for All (illinoissfa.com)","https://www.illinoissfa.com/","","Other","Provides incentives for low-income distributed generation, community solar projects.","IL","Energy Supply","Illinois","hover_energy"
"Voluntary Programs","","","","Other","Voluntary electric utility efficiency programs and net metering.","LA","Energy Supply","Louisiana","hover_energy"
"LD 1494","http://legislature.maine.gov/bills/display_ps.asp?PID=1456&snum=129&paper=SP0457","http://legislature.maine.gov/bills/display_ps.asp?PID=1456&snum=129&paper=SP0458","2019","Legislation","Increase Maine’s RPS to 80% by 2030 and set a goal of 100% clean energy by 2050.","ME","Energy Supply","Maine","hover_energy"
"LD 1757","LD 1757, HP 1251, Text and Status, 129th Legislature, First Regular Session (mainelegislature.org)","https://www.mainelegislature.org/legis/bills/display_ps.asp?LD=1757&snum=129","","Legislation","An Act To Clarify Certain Standards for the Efficiency Maine Trust's Triennial Plan.","ME","Energy Supply","Maine","hover_energy"
"Finance Authority of Maine","Title 10, Chapter 110: FINANCE AUTHORITY OF MAINE (mainelegislature.org)","https://www.mainelegislature.org/legis/statutes/10/title10ch110sec0.html","","Other","","ME","Energy Supply","Maine","hover_energy"
"Maine Technology Institute fund","Who is MTI? | Maine Technology Institute","https://www.mainetechnology.org/who-is-mti/","1999","Other","MTI offers grants, loans, equity investments, and services to support Maine’s innovation economy.","ME","Energy Supply","Maine","hover_energy"
"LD 1711","http://legislature.maine.gov/bills/display_ps.asp?PID=1456&snum=129&paper=SP0565","http://legislature.maine.gov/bills/display_ps.asp?PID=1456&snum=129&paper=SP0566","2019","Legislation","Incentivize at least 375 megawatts (MW) of new distributed generation.","ME","Energy Supply","Maine","hover_energy"
"LD 91","Summary (maine.gov)","https://legislature.maine.gov/LawMakerWeb/summary.asp?ID=280070776","2019","Legislation","Reinstated traditional net metering.","ME","Energy Supply","Maine","hover_energy"
"SB 516","MD SB516 | BillTrack50","https://www.billtrack50.com/BillDetail/1053128","2019","Legislation","Clean Energy Jobs Act (CEJA) renewable Energy target: 50% by 2030; sets a goal of 100% clean energy by 2040; carves out 14.5% of the target for solar development and mandates 1.2 gigawatts (GW) of offshore wind solicitations; expands solar energy requirements and more than doubles the state’s offshore wind target.","MD","Energy Supply","Maryland","hover_energy"
"Energy Administration’s Energy Finance Initiative","Energy Finance (maryland.gov)","https://energy.maryland.gov/Pages/EnergyFinance.aspx","","Other","MEA’s Energy Finance Initiative is a collection of programs, financing tools, and other resources designed to help fill the funding needs of clean energy projects.","MD","Energy Supply","Maryland","hover_energy"
"Solar Canopy Grant Program","Parking Lot Solar PV Canopy with EV Charger Grant Program (maryland.gov)","https://energy.maryland.gov/business/Pages/incentives/PVEVprogram.aspx","","Other","The Solar Canopy Grant Program combines Maryland's Renewable Portfolio Standard goal for solar with the State’s ongoing support of electric vehicle infrastructure.","MD","Energy Supply","Maryland","hover_energy"
"EmPOWER Maryland efficiency programs","EmPOWER Maryland","https://energy.maryland.gov/pages/facts/empower.aspx","","Legislation","Legislation extending the state’s EmPOWER Maryland efficiency programs through 2023; codifying savings targets set in 2015 by the utility commission; calls for utilities to reduce electricity usage 2% annually by 2020.","MD","Energy Supply","Maryland","hover_energy"
"An Act to Promote Energy Diversity, Chapter 188 of the Acts of 2016","Session Law - Acts of 2016 Chapter 188 (malegislature.gov)","https://malegislature.gov/laws/sessionlaws/acts/2016/chapter188","2016","Legislation","Comprehensive energy diversity legislation.","MA","Energy Supply","Massachusetts","hover_energy"
"An Act to Advance Clean Energy","Session Law - Acts of 2018 Chapter 227 (malegislature.gov)","https://malegislature.gov/Laws/SessionLaws/Acts/2018/Chapter227","2018","Legislation","Required analysis of the costs and benefits of requiring electric distribution companies to solicit and procure an additional 1,600 MW of new offshore wind generation (Offshore Wind Study).","MA","Energy Supply","Massachusetts","hover_energy"
"Mass. Clean Energy Center (MassCEC)","MassCEC","https://www.masscec.com/","","Other","Invested nearly $35 million in over 250 clean-energy technology companies and climate solutions; operates two critical wind industry assets.","MA","Energy Supply","Massachusetts","hover_energy"
"Low-Income Energy Affordability Network (LEAN)","Lean and Green - National Consumer Law Center (nclc.org)","https://www.nclc.org/issues/lean-and-green.html","1997","Other","The Massachusetts Low-Income Energy Affordability Network (LEAN) is an association of nonprofit agencies that coordinate the delivery of government and utility-funded energy efficiency services to low-income utility customers throughout Massachusetts.","MA","Energy Supply","Massachusetts","hover_energy"
"Clean Peak Energy Standard","Clean Peak Energy Standard | Mass.gov","https://www.mass.gov/clean-peak-energy-standard","","Other","The Massachusetts Clean Peak Energy Standard is designed to provide incentives to clean energy technologies that can supply electricity or reduce demand during seasonal peak demand periods established by DOER.","MA","Energy Supply","Massachusetts","hover_energy"
"Solar Massachusetts Renewable Target (SMART)","Solar Massachusetts Renewable Target (SMART) | Mass.gov","https://www.mass.gov/solar-massachusetts-renewable-target-smart","","","Solar and storage investments.","MA","Energy Supply","Massachusetts","hover_energy"
"EO 2019-12","Whitmer - Executive Directive 2019 - 12 (michigan.gov)","https://www.michigan.gov/whitmer/0,9309,7-387-90499_90704-488740--,00.html","2019","Executive Order","Accelerate new and existing policies promote clean energy deployment at the state and federal level.","MI","Energy Supply","Michigan","hover_energy"
"EO 2019-06","Whitmer - Executive Order 2019-06 (michigan.gov)","https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-490039--,00.html","2019","Executive Order","Provide guidance and assistance for renewable energy and energy efficiency.","MI","Energy Supply","Michigan","hover_energy"
"Clean, Renewable, and Efficient Energy Act","Michigan Clean, Renewable, and Efficient Energy Act (2008 PA 235)","https://www.michigan.gov/documents/mpsc/2007-SNB-0213_254495_7.pdf","2008","Legislation","Requires electric providers to achieve a retail supply portfolio that increases from 10% in 2015 to 15% in 2021.","MI","Energy Supply","Michigan","hover_energy"
"Energy Assistance Program","MPSC - Michigan Energy Assistance Program","https://www.michigan.gov/mpsc/0,9535,7-395-93308_93327_93336---,00.html","","Other","","MI","Energy Supply","Michigan","hover_energy"
"Voluntary Green Power green tariffs program","MPSC - Voluntary Green Pricing Programs (michigan.gov)","https://www.michigan.gov/mpsc/0,9535,7-395-93308_93325_93423_93502-500272--,00.html","","Other","","MI","Energy Supply","Michigan","hover_energy"
"One Minnesota Path to Clean Energy","","","2019","Recommended Goal","Set of policy proposals that will lead Minnesota to 100% clean energy in the state’s electricity sector by 2050 plan includes a Clean Energy First proposal and Energy Optimization proposal.","MN","Energy Supply","Minnesota","hover_energy"
